user;date;text;favorite_count;retweet_count;retweeter_usr
davidpaulspeak;Thu Feb 10 23:59:18 +0000 2022;"RT @acgrayling: How to make matters worse re Ukraine? Send Truss to Moscow.
""MOSCOW (Reuters) - Russia’s foreign minister accused his Briti…";0;290;euronews
sentdefender;Thu Feb 10 23:59:17 +0000 2022;RT @Osinttechnical: KYIV, Feb 11 (Reuters) - Nearly nine hours of talks between Ukraine and Russia on Thursday failed to produce a breakthr…;0;95;euronews
delarunwoman;Thu Feb 10 23:59:16 +0000 2022;RT @anders_aslund: All reported indications suggest that Russia is preparing a major military assault on Ukraine: Maneuvers in Belarus Febr…;0;449;euronews
TheDimitr;Thu Feb 10 23:59:15 +0000 2022;RT @VICENews: VICE News Reports’s @HindHassanNews takes us to the front lines of the border crisis in Ukraine while the whole world holds i…;0;7;euronews
TheBestFinley;Thu Feb 10 23:59:14 +0000 2022;"RT @shashj: US sources tell NBC that we have reached the 100 BTG threshold. ""Russia has already deployed nearly 100 of the military’s 168 b…";0;157;euronews
la55523;Thu Feb 10 23:59:13 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;0;2267;euronews
Enrico056;Thu Feb 10 23:59:12 +0000 2022;"RT @CNNSitRoom: ""The US Government will not be in a position to evacuate civilians."" - @RepJasonCrow talks with @Acosta about Russia's buil…";0;60;euronews
nicola_orru;Thu Feb 10 23:59:12 +0000 2022;"RT @fascinatorfun: Cringe.  H/t @chairmanb 
Lavrov said, ""Do you recognize Russia's sovereignty over Rostov and Voronezh oblasts?""

Truss s…";0;72;euronews
Real2u3;Thu Feb 10 23:59:11 +0000 2022;RT @jilevin: Biden warns Americans in Ukraine to leave, says sending troops to evacuate would be 'world war': President Joe Biden warned Am…;0;10;euronews
Michele35924126;Thu Feb 10 23:59:11 +0000 2022;RT @GordonGChang: #VladimirPutin, thanks to #XiJinping, now has all he needs to invade #Ukraine: https://t.co/iDsdBHuZyh. #Russia #China;0;72;euronews
SteveKinneavy;Thu Feb 10 23:59:09 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;0;2267;euronews
Rob0zVir;Thu Feb 10 23:59:04 +0000 2022;RT @UWCongress: 🚫⚓️The UWC strongly condemns Russia’s hostile sea blockade of Ukraine under the pretext of regular naval exercises, a blata…;0;21;euronews
CASELS2020;Thu Feb 10 23:59:03 +0000 2022;RT @Osinttechnical: KYIV, Feb 11 (Reuters) - Nearly nine hours of talks between Ukraine and Russia on Thursday failed to produce a breakthr…;0;95;euronews
nurraliyuNFTS;Thu Feb 10 23:59:02 +0000 2022;"RT @NATOpress: Check out the latest map of @NATO’s enhanced forward presence.

In response to #Russia's illegal annexation of Crimea from #…";0;217;euronews
JTS610;Thu Feb 10 23:59:01 +0000 2022;RT @jilevin: Biden warns Americans in Ukraine to leave, says sending troops to evacuate would be 'world war': President Joe Biden warned Am…;0;10;euronews
diansubiakto;Thu Feb 10 23:58:58 +0000 2022;RT @BBCWorld: Ukraine accuses Russia of sea blockade https://t.co/tMB6quzg3E;0;262;euronews
NormieHuman;Thu Feb 10 23:58:57 +0000 2022;RT @JenniferJJacobs: “American citizens should leave now,” Biden told @LesterHoltNBC on Ukraine, due to Russian troops on border. “We’re de…;0;153;euronews
FetsKatze;Thu Feb 10 23:58:56 +0000 2022;RT @pcjackie17: @Jessicam6946 Biden said that U.S. troops can't go in and rescue/evacuate Americans in Ukraine if Russia invades because th…;0;3;euronews
ShoshanaSolomo1;Thu Feb 10 23:58:54 +0000 2022;RT @NikaMelkozerova: Ukraine produces some 30 million tons of grains a year. Export goes through Ukrainian ports of Azov and Black Seas. If…;0;407;euronews
PatrickFong;Thu Feb 10 23:58:48 +0000 2022;RT @NPR: America's lead negotiator says U.S. diplomacy strategy is working with Russia and heeds a warning if the invasion of Ukraine conti…;0;20;euronews
Abitob;Thu Feb 10 23:58:46 +0000 2022;RT @EJ_Burrows: Liz Truss is meeting Russian foreign minister right now. She promises ‘toughest sanctions’ if Russia invades Ukraine but th…;0;217;euronews
Doranimated;Thu Feb 10 23:58:45 +0000 2022;"RT @HudsonInstitute: TOMORROW AT 10AM: Could #Russia's aggression toward #Ukraine push the US &amp; #Turkey to reconcile? Join @Doranimated for…";0;7;euronews
MGK0501;Thu Feb 10 23:58:32 +0000 2022;"RT @anders_aslund: An additional question:
Isn't Russia's blockade of all Ukraine's ports a reason for Turkey to close the Bosphorus to all…";0;96;euronews
kenkircher1;Thu Feb 10 23:58:28 +0000 2022;RT @anders_aslund: All reported indications suggest that Russia is preparing a major military assault on Ukraine: Maneuvers in Belarus Febr…;0;449;euronews
zacharybasu;Thu Feb 10 23:58:28 +0000 2022;RT @idreesali114: KYIV, Feb 11 (Reuters) - Nearly nine hours of talks between Ukraine and Russia on Thursday failed to produce a breakthrou…;0;59;euronews
Brettwashere;Thu Feb 10 23:58:28 +0000 2022;RT @yarotrof: So Minsk-2 talks between Ukraine and Russia in Berlin fail after nine hours of discussions, and no new senior-level meeting i…;0;187;euronews
ArtistMeidas;Thu Feb 10 23:58:28 +0000 2022;"RT @TristanSnell: Did Trump's stolen Top Secret stash include the words ""Russia"" or ""Ukraine""? How about ""North Korea""?";0;370;euronews
ddeetaurus;Thu Feb 10 23:58:28 +0000 2022;RT @FoxNews: SANDERS' SOVIET SORROW: USSR honeymooner Bernie tells 'hypocritical' US to get off Putin's back https://t.co/OdTs3vE5Oy;0;35;euronews
MalakManatazach;Thu Feb 10 23:58:26 +0000 2022;RT @worldonalert: Russia is busy with its last preparations to invade Ukraine. Mainly troops and BTRs are being moved now. https://t.co/fpJ…;0;20;euronews
BrunstadRoger;Thu Feb 10 23:58:25 +0000 2022;RT @NorahODonnell: British Minister James Cleverly tells us if Russia invades Ukraine “it would be drawn out, it would be painful, it would…;0;6;euronews
KatnissEM;Thu Feb 10 23:58:25 +0000 2022;"RT @IAPonomarenko: BREAKING!⚡️
Now Russia suggests that its non-essential diplomatic staff leave Ukraine pro tem.";0;448;euronews
orwell_robert;Thu Feb 10 23:58:24 +0000 2022;RT @Osinttechnical: KYIV, Feb 11 (Reuters) - Nearly nine hours of talks between Ukraine and Russia on Thursday failed to produce a breakthr…;0;95;euronews
isodin_sf5;Thu Feb 10 23:58:22 +0000 2022;RT @t_gordau: 「フィンランド化」は中立と引換えに独立を維持したと肯定的に評価されがちで、今回もウに適用すべきとの声もあるが、フィンランド人にとっては、独立の代償として（自己）検閲やソ連介入を受けた否定的な記憶で、侮辱的意味を持っていると。専門家や街の人への聞き取り…;0;762;euronews
retroS8ge;Thu Feb 10 23:58:22 +0000 2022;RT @EndGameWW3: Russia likely to invade Ukraine in days’ time as Belarus military drills serve as ‘cover’: Sen. Cotton | Fox News https://t…;0;64;euronews
lupu_flavius;Thu Feb 10 23:58:20 +0000 2022;"RT @dwnews: ""What is at stake at the moment is nothing less than preventing a war in Europe,"" said German Chancellor Olaf Scholz.

https://…";0;22;euronews
N30G0D;Thu Feb 10 23:58:19 +0000 2022;RT @cnnbrk: The White House has approved a plan presented by the Pentagon for the nearly 2,000 US troops in Poland to help Americans who ma…;0;183;euronews
Mushuzzis;Thu Feb 10 23:58:18 +0000 2022;RT @MorawieckiM: In the face of the growing Russian military presence at the border with Ukraine, we must de-escalate the conflict. The Uni…;0;283;euronews
DefenceAssoc;Thu Feb 10 23:58:16 +0000 2022;"RT @jensstoltenberg: Spoke with President @ZelenskyyUa on #Russia’s military build-up in &amp; around #Ukraine. #NATO will continue the politic…";0;156;euronews
lusitan1981;Wed Feb 09 21:11:24 +0000 2022;RT @AlexKhrebet: Росія закриває райони Чорного та Азовського морів. Під соусом ракетних та артилерійських навчань може критися підготовка д…;0;64;euronews
wildlifer22;Wed Feb 09 21:11:24 +0000 2022;RT @McFaul: Putin knows one tragic fact about NATO that many on my twitter feed dont. NATO wont accept new members who have Russian soldier…;0;2764;euronews
aj_jobs;Wed Feb 09 21:11:24 +0000 2022;RT @AburdeneOdeh: https://t.co/eHbfPC2OTF;0;1;euronews
re_verbalvega21;Wed Feb 09 21:11:18 +0000 2022;RT @AVindman: On the left, there is unanimity of aims... avoid a major war that implicates the U.S. The splintering is over means. @votevet…;0;77;euronews
Beto10cafetero;Wed Feb 09 21:11:17 +0000 2022;RT @washingtonpost: A burst of gunfire on Ukraine’s front line and echoes of wider risks with Russia https://t.co/Pl9Dt1Nz3z;0;54;euronews
jjsalmo;Wed Feb 09 21:11:16 +0000 2022;"RT @AC360: “For Vladimir Putin--a Russian dictator--a democratic, successful Ukraine is a mortal threat to his power in Russia.”

Russian p…";0;79;euronews
es12828070;Wed Feb 09 21:11:16 +0000 2022;RT @MarQs__: Pentagon also says it has seen #Russia sending additional capabilities along its border with #Ukraine and into #Belarus in the…;0;22;euronews
42_dolphins;Wed Feb 09 21:11:13 +0000 2022;RT @RYP__: The only thing stopping Putin from retaking all of post World War Russia...is NATO.  A nervous America who didn't want extra U.S…;0;14;euronews
es12828070;Wed Feb 09 21:11:13 +0000 2022;"RT @MarQs__: Good Morning ☕️
New #Ukraine 🇺🇦 / #Russia 🇷🇺 thread!
👇";0;29;euronews
MooreheadRyer;Wed Feb 09 21:11:12 +0000 2022;"RT @UkrWarReport: 🇺🇸🇪🇺🇵🇱Units of the American 82nd Airborne Division continue to arrive to Poland.
#Ukraine #Russia https://t.co/QnYhP8rygP";0;24;euronews
tcevans87;Wed Feb 09 21:11:11 +0000 2022;RT @McFaul: Putin knows one tragic fact about NATO that many on my twitter feed dont. NATO wont accept new members who have Russian soldier…;0;2764;euronews
Danpolotrucking;Wed Feb 09 21:11:10 +0000 2022;"RT @georgegalloway: It is not Russia that is threatening us, it's us that is threatening Russia. #Russia has no forces on our borders; we h…";0;909;euronews
BiddenJill;Wed Feb 09 21:11:08 +0000 2022;"RT @JoelMartinRubin: Kremlin disinformation towards the West is legendary.

But Kremlin disinfo inside Russia is off the charts.

That’s wh…";0;2;euronews
TraceyRobnett7;Wed Feb 09 21:11:07 +0000 2022;"RT @PegWithEyesOpen: @GOPChairwoman I'll just leave this here for ya👇

https://t.co/lG5RBDk0Gj";0;1;euronews
DiannyRants;Wed Feb 09 21:11:06 +0000 2022;RT @exjon: By the time Kamala leaves that meeting, Russia and Germany will forget about Ukraine and both will declare war on America.;0;17;euronews
MikaPeltokorpi;Wed Feb 09 21:11:04 +0000 2022;RT @MarQs__: Pentagon also says it has seen #Russia sending additional capabilities along its border with #Ukraine and into #Belarus in the…;0;22;euronews
Agaltelov;Wed Feb 09 21:11:01 +0000 2022;RT @slavapolotence: @YorukIsik @JulianRoepcke It’s Russian crisis, not Ukrainian. We, Ukraine, are doing nothing for the crisis, Russia doe…;0;3;euronews
nibiro_;Wed Feb 09 21:11:01 +0000 2022;"RT @UkrWarReport: 🇺🇸🇪🇺🇵🇱Units of the American 82nd Airborne Division continue to arrive to Poland.
#Ukraine #Russia https://t.co/QnYhP8rygP";0;24;euronews
Bound2021;Wed Feb 09 21:10:59 +0000 2022;RT @BBCNews: Russia sees room for diplomacy with Ukraine https://t.co/TjOv5uy3dA;0;19;euronews
ExmoorJones;Wed Feb 09 21:10:59 +0000 2022;"RT @AC360: “For Vladimir Putin--a Russian dictator--a democratic, successful Ukraine is a mortal threat to his power in Russia.”

Russian p…";0;79;euronews
john4london;Wed Feb 09 21:10:57 +0000 2022;RT @RALee85: If Russia isn't planning on conducting an escalation in Ukraine, it appears they are about to conduct a large naval exercise o…;0;172;euronews
MKathyCombs;Wed Feb 09 21:10:56 +0000 2022;RT @BBCNews: Russia sees room for diplomacy with Ukraine https://t.co/TjOv5uy3dA;0;19;euronews
jdjesuslopezm;Wed Feb 09 21:10:52 +0000 2022;RT @nytimes: Russian troops are massed on the border with Ukraine. Moscow and Washington are exchanging heated words. @peterbakernyt discus…;0;468;euronews
northtexasboyy1;Wed Feb 09 21:10:50 +0000 2022;RT @usosce: There is simply no defensive justification for Russia to amass so many forces, in such a short time, on Ukraine’s borders. None…;0;179;euronews
RimaNova777;Wed Feb 09 21:10:49 +0000 2022;"RT @cheryl1492: Macron, on his own suggests to Putin making the Ukraine a neutral state..

Dmitry Peskov denied that a deal of any kind had…";0;2;euronews
Bound2021;Wed Feb 09 21:10:48 +0000 2022;RT @nytimes: Russian troops are massed on the border with Ukraine. Moscow and Washington are exchanging heated words. @peterbakernyt discus…;0;408;euronews
clarinetwoman2;Wed Feb 09 21:10:46 +0000 2022;RT @PutinIsAVirus: Interestingly just 2 days after this tweet the vessel left and went straight to Kaliningrad (where she has no reasons to…;0;2;euronews
AlexFergus0n;Wed Feb 09 21:10:43 +0000 2022;RT @IISS_org: Where is the current crisis over Ukraine leading, what choices does Russia now face, and how likely is war? In his latest art…;0;48;euronews
CraigUmniy;Wed Feb 09 21:10:42 +0000 2022;RT @usosce: There is simply no defensive justification for Russia to amass so many forces, in such a short time, on Ukraine’s borders. None…;0;179;euronews
RobertMCle;Wed Feb 09 21:10:42 +0000 2022;RT @exjon: By the time Kamala leaves that meeting, Russia and Germany will forget about Ukraine and both will declare war on America.;0;17;euronews
sagajo;Wed Feb 09 21:10:37 +0000 2022;RT @RYP__: The only thing stopping Putin from retaking all of post World War Russia...is NATO.  A nervous America who didn't want extra U.S…;0;14;euronews
dwelch816;Wed Feb 09 21:10:36 +0000 2022;"RT @AC360: “For Vladimir Putin--a Russian dictator--a democratic, successful Ukraine is a mortal threat to his power in Russia.”

Russian p…";0;79;euronews
BenjaminTHA;Wed Feb 09 21:10:35 +0000 2022;RT @BBCNews: Russia sees room for diplomacy with Ukraine https://t.co/TjOv5uy3dA;0;19;euronews
EAGdirect;Wed Feb 09 21:10:33 +0000 2022;RT @ASBMilitary: Finnish Head of parliament foreign affairs committee Mika Niikko resigns after he said that the West should just promise R…;0;298;euronews
KRychtycka;Wed Feb 09 21:10:30 +0000 2022;RT @StratcomCentre: Kremlin portrays #EU states as divided, weak and absent on #Ukraine, but European citizens are united: they agree that…;0;21;euronews
sagajo;Wed Feb 09 21:10:29 +0000 2022;RT @RYP__: Carlson is literally saying that Putin is the good guy... just keeping his western borders secure.  Putin doesn't care what Tuck…;0;16;euronews
Nik_Inamdar;Wed Feb 09 21:10:29 +0000 2022;RT @OrlaGuerin: Reposting our report from battle-scarred Eastern Ukraine where the waiting and wondering continues.  #Russia #Putin #Ukrain…;0;53;euronews
conekte;Wed Feb 09 21:10:28 +0000 2022;RT @GuardianUS: New York governor lifts state’s Covid mask mandate – US politics live https://t.co/XRUOvQJ6Ri;0;3;euronews
familydisaster;Wed Feb 09 21:10:28 +0000 2022;RT @Liveuamap: There are no signs of Russia's invasion of Ukraine - Russian Foreign Ministry https://t.co/UKdbNopKPc;0;26;euronews
miyanaire;Wed Feb 09 21:10:27 +0000 2022;RT @washingtonpost: Photos: In shadow of Chernobyl disaster, Ukraine forces train for a potential new crisis https://t.co/zmzP7OGSns;0;60;euronews
DrClarkIPresume;Wed Feb 09 21:10:24 +0000 2022;RT @RALee85: If Russia isn't planning on conducting an escalation in Ukraine, it appears they are about to conduct a large naval exercise o…;0;172;euronews
MikaPeltokorpi;Wed Feb 09 21:10:23 +0000 2022;RT @PutinIsAVirus: Interestingly just 2 days after this tweet the vessel left and went straight to Kaliningrad (where she has no reasons to…;0;2;euronews
flushthechumps;Wed Feb 09 21:10:18 +0000 2022;RT @golikehellmachi: as a matter of course, i do not find the idea that ukraine should cede it's small-d democratic autonomy and sovereign…;0;5;euronews
mhspshadow;Wed Feb 09 21:10:18 +0000 2022;RT @BBCNews: Russia sees room for diplomacy with Ukraine https://t.co/TjOv5uy3dA;0;19;euronews
Showboat7;Wed Feb 09 21:10:12 +0000 2022;"RT @HerbieZiskend46: 🔔@VP to Munich

""Harris will 'reaffirm America's commitment to Ukraine's sovereignty and territorial integrity' as it…";0;75;euronews
JackSim29461829;Wed Feb 09 21:10:10 +0000 2022;"RT @GarlandNixon: US: Russia is gonna invade Ukraine any second!
Russia: No we aren't
Ukraine: No they aren't
The EU: Please, just stop
US:…";0;336;euronews
janneuenschwan1;Wed Feb 09 21:10:09 +0000 2022;"RT @DmytroKuleba: I welcome today's COREPER decision to add 5 persons to the EU sanctions list for facilitating the illegal organization &amp;…";0;143;euronews
nlygo;Wed Feb 09 21:10:09 +0000 2022;RT @PeterTatchell: Too many on the left have swallowed Putin’s propaganda on #Ukraine, says @J_Bloodworth. FACT: it is #Russia that is mass…;0;11;euronews
edavis152;Wed Feb 09 21:10:05 +0000 2022;RT @edavis152: @BarackObama @Oprah @cnnbrk @NewDay ED I am said: Ukraine is the heart of Russia western influence a treat war;0;3;euronews
OboistaAlli;Wed Feb 09 21:10:02 +0000 2022;"RT @bestoneTX: ""In 1910, at the age of fifty-one, Alexander Ziskind Gurwitz made the bold decision to emigrate with his wife and four child…";0;1;euronews
dawnslight2;Wed Feb 09 21:10:01 +0000 2022;RT @OlgaNYC1211: This is very bizarre considering Russia had a wave of bomb threats made to schools, like 1000s, last month and the same fo…;0;263;euronews
AlexCon87038823;Wed Feb 09 21:09:47 +0000 2022;"RT @michaeljknowles: State Dept.: Russia is going to launch a false flag attack as a pretext to invade Ukraine.

Reporter: What's your evid…";0;1309;euronews
AShesterinina;Wed Feb 09 21:09:44 +0000 2022;RT @samagreene: Too much of the discussion of Russia-Ukraine seems to deprive Ukraine and Ukrainians of agency. That’s a mistake, both mora…;0;48;euronews
calonsonet;Wed Feb 09 21:09:41 +0000 2022;"RT @MarQs__: Germany's gas stocks have fallen to a ""worrying"" level, an economy ministry spokeswoman said Wednesday, as fears over a possib…";0;9;euronews
GeopoliticalCen;Wed Feb 09 21:09:38 +0000 2022;RT @usosce: There is simply no defensive justification for Russia to amass so many forces, in such a short time, on Ukraine’s borders. None…;0;179;euronews
vshelford2;Wed Feb 09 21:09:38 +0000 2022;RT @ASBMilitary: Finnish Head of parliament foreign affairs committee Mika Niikko resigns after he said that the West should just promise R…;0;298;euronews
Chickesh;Wed Feb 09 21:09:37 +0000 2022;"RT @mhmck: The titushki rent-a-mobs attacking Ottawa are using ""vaccine mandates"" as maskirovka (masked warfare). What's really going on is…";0;85;euronews
MatrixTMN;Wed Feb 09 21:09:37 +0000 2022;RT @McFaul: Putin knows one tragic fact about NATO that many on my twitter feed dont. NATO wont accept new members who have Russian soldier…;0;2764;euronews
itutoresl;Wed Feb 09 21:09:36 +0000 2022;RT @RYP__: Carlson is literally saying that Putin is the good guy... just keeping his western borders secure.  Putin doesn't care what Tuck…;0;16;euronews
SunflowerKate66;Wed Feb 09 21:09:36 +0000 2022;RT @JuliaDavisNews: The cliche of Putin as a master chess player is tired. It attributes to genius what is better attributed to base thugge…;0;626;euronews
IhorPavlenko;Wed Feb 09 21:09:36 +0000 2022;"RT @AndrewDesiderio: Senate Intelligence Committee asks Biden to “share intelligence with Ukraine to the fullest extent possible.”

“Russia…";0;14;euronews
platovska06;Wed Feb 09 21:09:32 +0000 2022;"RT @GlasnostGone: Ukraine should dig a canal (red line) for commercial &amp; its military ships to bypass Russia's bridge to #Crimea. Via River…";0;41;euronews
MalaysiaOffici1;Wed Feb 09 21:09:28 +0000 2022;RT @IISS_org: Where is the current crisis over Ukraine leading, what choices does Russia now face, and how likely is war? In his latest art…;0;48;euronews
KING_FOREHEAD;Wed Feb 09 21:09:27 +0000 2022;RT @usosce: There is simply no defensive justification for Russia to amass so many forces, in such a short time, on Ukraine’s borders. None…;0;179;euronews
familydisaster;Wed Feb 09 21:09:26 +0000 2022;RT @EndGameWW3: NATO and Russia hold war games amid negotiations to reverse the escalating crisis on Ukraine's borders https://t.co/kyo0Fzf…;0;13;euronews
mrsDugskullery;Wed Feb 09 21:09:24 +0000 2022;RT @Tykethat2: @georgegalloway @tykestakeonit All this talk about how Russia will suffer if it invaded Ukraine. We will probably suffer mor…;0;1;euronews
eurofieldnotes;Wed Feb 09 21:09:23 +0000 2022;RT @olgatokariuk: Russia VS Ukraine https://t.co/Jrx1YfxBNH;0;133;euronews
familydisaster;Wed Feb 09 21:09:23 +0000 2022;RT @EndGameWW3: Belarus military drills to begin as Russia ratchets up Ukraine tensions https://t.co/f7rOECiorY;0;8;euronews
ayrkain;Wed Feb 09 21:09:21 +0000 2022;RT @ChuckModi1: “The CIA is training actual, literal Nazis as part of this effort [in Ukraine]” https://t.co/ALYJkDlLKa;0;217;euronews
tarakan9888;Wed Feb 09 21:09:20 +0000 2022;"RT @GlasnostGone: Ukraine should dig a canal (red line) for commercial &amp; its military ships to bypass Russia's bridge to #Crimea. Via River…";0;41;euronews
pmsxa;Wed Feb 09 21:09:19 +0000 2022;"RT @DimitriASimes: ""China is our strategic cushion,"" said Sergey Karaganov, head of Russia's Council on Foreign and Defense Policy and a lo…";0;10;euronews
humanssuck12;Wed Feb 09 21:09:18 +0000 2022;"RT @AVindman: I’d like to dispel 3 myths:
-We have not done everything we should to deter a major war in Europe. 
-We have not done everyth…";0;348;euronews
MMinevich;Wed Feb 09 21:09:17 +0000 2022;RT @Apex_WW: In past 24 hours, #Russia has added approximately 2,000 combat forces to the border areas near #Ukraine: U.S. admin official v…;0;72;euronews
EndGameWW3;Wed Feb 09 21:09:14 +0000 2022;RT @usosce: There is simply no defensive justification for Russia to amass so many forces, in such a short time, on Ukraine’s borders. None…;0;179;euronews
familydisaster;Wed Feb 09 21:09:14 +0000 2022;"RT @EndGameWW3: Mr. French Fry sucking up to Putin. Some of these EU politicians are cowards...

France denies Russian warships arriving in…";0;28;euronews
MikaPeltokorpi;Wed Feb 09 21:09:14 +0000 2022;RT @NATOSource: The real threat to peace in #Europe is #Russia enlargement, not #NATO enlargement. Russia enlargement has used military for…;0;32;euronews
TylerEidt;Wed Feb 09 21:09:13 +0000 2022;"RT @georgegalloway: It is not Russia that is threatening us, it's us that is threatening Russia. #Russia has no forces on our borders; we h…";0;909;euronews
JMauro28;Wed Feb 09 21:09:12 +0000 2022;"RT @mhmck: The titushki rent-a-mobs attacking Ottawa are using ""vaccine mandates"" as maskirovka (masked warfare). What's really going on is…";0;85;euronews
iamSick_ular;Wed Feb 09 21:09:11 +0000 2022;"RT @lexfridman: Top 5 countries by % of population that owns crypto:
1. Ukraine 12.7%
2. Russia 11.9%
3. Kenya 8.5%
4. USA 8.3%
5. India 7.…";0;2763;euronews
hdevreij;Wed Feb 09 21:09:06 +0000 2022;RT @MarQs__: #US official says #Russia has added approximately 2,000 combat forces to the border areas near #Ukraine in the last 24 hours.…;0;33;euronews
