user;date;text;favorite_count;retweet_count;retweeter_usr
EddieHack3tt;Fri Feb 11 23:59:32 +0000 2022;RT @TristanSnell: If Russia invades Ukraine, Russia should be ejected from the Olympics. For starters.;0;2094;FinancialTimes
g_e_o_a_t;Fri Feb 11 23:59:32 +0000 2022;"RT @Yuto_gahagaha: 🌏西側諸国
ロシア軍: ウクライナ国境付近に13万人が配備されていると推定

The U.S. and other nations estimate Russia now has 130,000 troops near Ukraine bo…";0;24;FinancialTimes
LtotheK10;Fri Feb 11 23:59:31 +0000 2022;RT @JenniferJJacobs: MORE DETAILS: U.S. officials believe Russia's action could start as soon as TUESDAY, and could include a provocation i…;0;658;FinancialTimes
Macio_Low;Fri Feb 11 23:59:31 +0000 2022;"RT @Yuto_gahagaha: U.S. Warns of Risk That Russia Attacks Ukraine Next Week - BBG 

米政府高官は『最速で来週火曜のウクライナ侵攻』を想定。

米軍は本日ポーランドに3,000名を追加派遣(現地合…";0;27;FinancialTimes
NYReign1247;Fri Feb 11 23:59:31 +0000 2022;RT @_Hornik_: Our TVs when Russia invades Ukraine Sunday night during the Super Bowl https://t.co/JeknVBSEqP;0;70;FinancialTimes
ERemlip;Fri Feb 11 23:59:30 +0000 2022;RT @PhantomPower14: Britain - ready to risk war with Russia to defend Ukraine’s sovereignty while doing everything to deny Scotland’s sover…;0;200;FinancialTimes
WereKat;Fri Feb 11 23:59:30 +0000 2022;RT @POTUS: I spoke today with transatlantic leaders to discuss our concerns about Russia’s military build-up around Ukraine. We are united…;0;2898;FinancialTimes
Cc12349565153;Fri Feb 11 23:59:30 +0000 2022;"RT @CityNewsTO: NEW: The GTA is expected to see a record-high price for gas by Sunday when it reaches 1.60 cents/litre at most stations.

T…";0;12;FinancialTimes
chocolategilly;Fri Feb 11 23:59:29 +0000 2022;RT @georgegalloway: Trump would’ve made a deal with #Russia by now, with something in it for everybody. That’s the truth of it and you know…;0;1136;FinancialTimes
seaweedanxiety;Fri Feb 11 23:59:28 +0000 2022;"RT @torriangray: ""Russia is justified in annexing Ukraine. It's practically Russia, look how many Russian speakers there are there!""
Englan…";0;6;FinancialTimes
xfrhnx;Fri Feb 11 23:59:28 +0000 2022;RT @RALee85: I want to emphasize this once more, Russia's current military buildup near Ukraine is unprecedented. This is not like previous…;0;1153;FinancialTimes
Falhamid2;Fri Feb 11 23:59:28 +0000 2022;RT @TheEconomist: America and Britain have urged their nationals to leave Ukraine immediately as the threat of conflict intensifies. We rec…;0;29;FinancialTimes
SaultgirlDonna;Fri Feb 11 23:59:27 +0000 2022;RT @Reuters: Volunteers are weaving camouflage nets by hand in the basement of a Kyiv library, saying it is also up to them to help the arm…;0;235;FinancialTimes
cut_cut_take_2;Fri Feb 11 23:59:27 +0000 2022;RT @POTUS: I spoke today with transatlantic leaders to discuss our concerns about Russia’s military build-up around Ukraine. We are united…;0;2898;FinancialTimes
g_e_o_a_t;Fri Feb 11 23:59:27 +0000 2022;"RT @Yuto_gahagaha: U.S. Warns of Risk That Russia Attacks Ukraine Next Week - BBG 

米政府高官は『最速で来週火曜のウクライナ侵攻』を想定。

米軍は本日ポーランドに3,000名を追加派遣(現地合…";0;27;FinancialTimes
thePumamama;Fri Feb 11 23:59:26 +0000 2022;RT @WestWingReport: It's within the realm of one's imagination to think that if Russia attacks Ukraine, which U.S. officials say seems immi…;0;27;FinancialTimes
vickie_lock;Fri Feb 11 23:59:26 +0000 2022;"RT @PhilipWegmann: President Biden took selfies and shook hands with staff ahead of his departure to Camp David. 

Half an hour ago, @JakeS…";0;888;FinancialTimes
fanatacat;Fri Feb 11 23:59:25 +0000 2022;"RT @HawaiiDelilah: If you are in Congress &amp; you did not vote to impeach or convict Trump for extorting Ukraine, you abdicated all ability t…";0;130;FinancialTimes
madrilenha;Fri Feb 11 23:59:25 +0000 2022;RT @stopsilencing2: It’s very depressing that we have to worry about whether Russia is truly a dire threat to Ukraine or if this is being m…;0;192;FinancialTimes
Winchester2487;Fri Feb 11 23:59:24 +0000 2022;RT @georgegalloway: Trump would’ve made a deal with #Russia by now, with something in it for everybody. That’s the truth of it and you know…;0;1136;FinancialTimes
gilbertstudioz;Fri Feb 11 23:59:23 +0000 2022;RT @kylegriffin1: WASHINGTON (AP) — White House urges Americans to leave Ukraine in next '24 to 48 hours,' warns US won't rescue civilians…;0;1579;FinancialTimes
madricl;Fri Feb 11 23:59:23 +0000 2022;RT @Lamiasdottir: Both Ukraine and Russia said yesterday that invasion is not imminent and the State Dept is going ahead with the false fla…;0;42;FinancialTimes
lopesgenevaldo1;Fri Feb 11 23:59:22 +0000 2022;"RT @RafaelFontana: Rússia pode invadir a Ucrânia nos próximos dias, afirmam autoridades dos EUA; Moscou nega.

Aumento da tensão no leste e…";0;17;FinancialTimes
CarolineSUSPEN;Fri Feb 11 23:59:22 +0000 2022;RT @Angeldaemon20: Why is the squad silent on Russia/Ukraine?;0;106;FinancialTimes
Rory_Medcalf;Fri Feb 11 23:59:21 +0000 2022;RT @DmytroKuleba: We have officially triggered the risk reduction mechanism in accordance with para. III of the Vienna Document, and reques…;0;1400;FinancialTimes
frodosincero;Fri Feb 11 02:11:24 +0000 2022;"RT @DiretoFront: Uma invasão completa da Ucrânia não seria um ""simples passeio no parque"" para a Rússia porque as tropas ucranianas lutaria…";0;5;FinancialTimes
adpaw13;Fri Feb 11 02:11:23 +0000 2022;RT @ChristopherJM: New @StateDept/@USEmbassyKyiv alert for Ukraine again tells US citizens to leave the country now. “If remaining in Ukrai…;0;138;FinancialTimes
greeeneyedwhwom;Fri Feb 11 02:11:22 +0000 2022;RT @MagicalMerlin50: @Allareblessed2 This is all a ploy to push Canada as well as the USA toward authoritarianism. Funny how this is happen…;0;45;FinancialTimes
tanchunkiet;Fri Feb 11 02:11:22 +0000 2022;"RT @IAPonomarenko: BREAKING!⚡️
Now Russia suggests that its non-essential diplomatic staff leave Ukraine pro tem.";0;448;FinancialTimes
rosecolordglasz;Fri Feb 11 02:11:20 +0000 2022;"RT @TristanSnell: Did Trump's stolen Top Secret stash include the words ""Russia"" or ""Ukraine""? How about ""North Korea""?";0;370;FinancialTimes
HazidFran;Fri Feb 11 02:11:16 +0000 2022;"RT @AJEnglish: ""We’re dealing with one of the largest armies in the world.""

Biden urges Americans in Ukraine to leave the country immediat…";0;48;FinancialTimes
PremK_Thakur72;Fri Feb 11 02:11:16 +0000 2022;"RT @AJEnglish: ""We’re dealing with one of the largest armies in the world.""

Biden urges Americans in Ukraine to leave the country immediat…";0;48;FinancialTimes
propornot;Fri Feb 11 02:11:15 +0000 2022;RT @michaeldweiss: Shoigu earlier claimed US PMCs were moving chemical weapons to the Ukraine-Russia border. Now NATO SOF… Messaging like t…;0;54;FinancialTimes
WarrenDovsek;Fri Feb 11 02:11:14 +0000 2022;RT @Reuters: Russia and Ukraine say Berlin talks fail to yield breakthrough https://t.co/IzXwLmSo3s https://t.co/YRsuh6xbrD;0;56;FinancialTimes
davidroxdad;Fri Feb 11 02:11:13 +0000 2022;RT @AlboMP: Meeting with Australian-Ukrainian community representatives today to affirm Labor’s strong support for Ukraine’s sovereignty an…;0;130;FinancialTimes
RoibearddeUna;Fri Feb 11 02:11:11 +0000 2022;RT @telesurenglish: #Denmark | The Danish PM disclosed on Thursday that her government would allow the deployment of U.S. military forces a…;0;15;FinancialTimes
GoswamiRatnam;Fri Feb 11 02:11:09 +0000 2022;"RT @palkisu: 🧵 War or not, Ukraine is losing. Here’s why:
Ukraine gave up nukes for security guarantees 3 decades ago (Budapest Agreement).…";0;1034;FinancialTimes
jay2154680957;Fri Feb 11 02:11:06 +0000 2022;"RT @YDanasmithdutra: Biden warns Americans in Ukraine to leave, says sending troops to evacuate would be 'world war'
President Joe Biden sa…";0;1;FinancialTimes
2000grips;Fri Feb 11 02:11:04 +0000 2022;RT @t_gordau: US Indo-Pacific Power Depends on Restraint in Ukraine https://t.co/y5KJS0dQuR;0;5;FinancialTimes
PKS0403666;Fri Feb 11 02:11:03 +0000 2022;RT @OlgaNYC1211: This is absolutely nuts and Russia’s playbook that they frequently use being projected on Ukraine and NATO countries. Even…;0;55;FinancialTimes
PremK_Thakur72;Fri Feb 11 02:11:02 +0000 2022;RT @AJEnglish: Russia’s FM Sergey Lavrov accuses his British counterpart of grandstanding after the pair held talks in Moscow about the Ukr…;0;28;FinancialTimes
Delana27235502;Fri Feb 11 02:11:00 +0000 2022;RT @lmeskers1: @TPostMillennial @Delana27235502 Our govt has threatened to shut down Russia's pipeline if they attack Ukraine, because that…;0;1;FinancialTimes
Bewitched9;Fri Feb 11 02:10:55 +0000 2022;RT @nytimes: Prime Minister Boris Johnson of Britain on Thursday pledged more military support for NATO as the Russia-Ukraine crisis contin…;0;77;FinancialTimes
KerrAvon4;Fri Feb 11 02:10:55 +0000 2022;RT @Jonnyhibberd: Well, here's a thing. If the 1954 transfer of Crimea to Ukraine was 'illegal' as people in Russia have often claimed, the…;0;12;FinancialTimes
solecitohc;Fri Feb 11 02:10:53 +0000 2022;"RT @sahilkapur: News —&gt; Biden warns Americans in Ukraine to leave, says sending troops to evacuate would be 'world war' https://t.co/e43qBl…";0;11;FinancialTimes
antiochblade;Fri Feb 11 02:10:50 +0000 2022;RT @EndGameWW3: Ukraine-Russia tensions: Russian troops warned by Ukrainian general 'land will be flooded' with their blood | World News |…;0;78;FinancialTimes
propornot;Fri Feb 11 02:10:50 +0000 2022;RT @JasminMuj: This is reminiscent of when Putin busted out a reference to Srebrenica - which Russia does not even recognize as genocide -…;0;25;FinancialTimes
hoffan1234;Fri Feb 11 02:10:46 +0000 2022;RT @IEsunge: @AJEnglish If new lines of confrontation are being drawn in a new cold war between Russia and NATO , and they fail to realise…;0;1;FinancialTimes
2utkarsh;Fri Feb 11 02:10:45 +0000 2022;"RT @NikkeiAsia: Good morning, Asia. This was our most read story while you were sleeping.
https://t.co/8WhixaiAOd
#Ukraine #Russia";0;15;FinancialTimes
abhishekg785;Fri Feb 11 02:10:42 +0000 2022;"RT @NikkeiAsia: Good morning, Asia. This was our most read story while you were sleeping.
https://t.co/8WhixaiAOd
#Ukraine #Russia";0;15;FinancialTimes
RadenJack4;Fri Feb 11 02:10:41 +0000 2022;"RT @NikkeiAsia: Good morning, Asia. This was our most read story while you were sleeping.
https://t.co/8WhixaiAOd
#Ukraine #Russia";0;15;FinancialTimes
hoffan1234;Fri Feb 11 02:10:39 +0000 2022;"RT @AJEnglish: ""We’re dealing with one of the largest armies in the world.""

Biden urges Americans in Ukraine to leave the country immediat…";0;48;FinancialTimes
hoffan1234;Fri Feb 11 02:10:35 +0000 2022;RT @AJEnglish: Russia’s FM Sergey Lavrov accuses his British counterpart of grandstanding after the pair held talks in Moscow about the Ukr…;0;28;FinancialTimes
DavisDmnieves;Fri Feb 11 02:10:33 +0000 2022;RT @rdrhwke: Joe Biden said that he won’t send US troops into Ukraine to evacuate Americans if Russia invades saying that the action could…;0;164;FinancialTimes
solecitohc;Fri Feb 11 02:10:32 +0000 2022;RT @NBCPolitics: When asked what scenario could prompt him to send troops to rescue Americans fleeing the country, President Biden replied:…;0;5;FinancialTimes
hoffan1234;Fri Feb 11 02:10:31 +0000 2022;"RT @AJEnglish: 'We want peace'

Germany warns Russia over Ukraine and reiterates readiness for dialogue. 

🔴 LIVE updates: https://t.co/zxu…";0;24;FinancialTimes
kashinath1984;Fri Feb 11 02:10:29 +0000 2022;"RT @palkisu: 🧵 War or not, Ukraine is losing. Here’s why:
Ukraine gave up nukes for security guarantees 3 decades ago (Budapest Agreement).…";0;1034;FinancialTimes
PremK_Thakur72;Fri Feb 11 02:10:27 +0000 2022;"RT @AJEnglish: 'We want peace'

Germany warns Russia over Ukraine and reiterates readiness for dialogue. 

🔴 LIVE updates: https://t.co/zxu…";0;24;FinancialTimes
hoffan1234;Fri Feb 11 02:10:27 +0000 2022;RT @AJEnglish: Russia’s Sergey Lavrov says his meeting with UK FM Liz Truss over the Ukraine crisis was ‘like a mute talking to a deaf pers…;0;114;FinancialTimes
k263103878;Fri Feb 11 02:10:24 +0000 2022;RT @ELINTNews: #BREAKING: Russia has already deployed nearly 100 of the military’s 168 battalion-tactical groups and dispatched personnel a…;0;227;FinancialTimes
hoffan1234;Fri Feb 11 02:10:19 +0000 2022;RT @AJEnglish: Men who left Russia in 2014 to join rebels in eastern Ukraine have differing views on where today’s conflict is headed ⤵️ ht…;0;25;FinancialTimes
KeiNishikawa3;Fri Feb 11 02:10:17 +0000 2022;RT @ELINTNews: #BREAKING: Russia has already deployed nearly 100 of the military’s 168 battalion-tactical groups and dispatched personnel a…;0;227;FinancialTimes
pathicusfello;Fri Feb 11 02:10:10 +0000 2022;RT @EndGameWW3: Ukraine-Russia tensions: Russian troops warned by Ukrainian general 'land will be flooded' with their blood | World News |…;0;78;FinancialTimes
hoffan1234;Fri Feb 11 02:10:10 +0000 2022;"RT @AJEnglish: Ukrainian President Volodymyr Zelenskyy has denounced the war games launched by Russia and Belarus:

“The accumulation of fo…";0;55;FinancialTimes
GlobalNewWorld;Fri Feb 11 02:10:08 +0000 2022;RT @NewsHour: Russian military exercises got underway in earnest Thursday in Belarus near the border with Ukraine, while the British foreig…;0;6;FinancialTimes
Wes_Andrews;Fri Feb 11 02:10:08 +0000 2022;"RT @TravelGov: Ukraine: Do not travel to Ukraine due to increased threats of Russian military action &amp; COVID; those in Ukraine should depar…";0;200;FinancialTimes
ExLiberal13;Fri Feb 11 02:10:06 +0000 2022;"RT @palkisu: 🧵 War or not, Ukraine is losing. Here’s why:
Ukraine gave up nukes for security guarantees 3 decades ago (Budapest Agreement).…";0;1034;FinancialTimes
birdielou3733;Fri Feb 11 02:10:05 +0000 2022;"RT @malexanderFL: Biden tells Americans in Ukraine to 'leave now' as possible Russian invasion looms https://t.co/Ig7CLrRilk #FoxNews
Fk Uk…";0;1;FinancialTimes
PremK_Thakur72;Fri Feb 11 02:10:05 +0000 2022;RT @AJEnglish: Russia’s Sergey Lavrov says his meeting with UK FM Liz Truss over the Ukraine crisis was ‘like a mute talking to a deaf pers…;0;114;FinancialTimes
hoffan1234;Fri Feb 11 02:10:01 +0000 2022;"RT @AJEnglish: Russia-Ukraine updates: 10 February ⤵️

As both countries begin military exercises, President Vladimir Putin has underscored…";0;137;FinancialTimes
tds57414297;Fri Feb 11 02:10:01 +0000 2022;RT @DailyCaller: Biden just told Putin he has no plans to evacuate Americans. Anyone else getting Afghanistan deja vu? https://t.co/ssHXj2P…;0;47;FinancialTimes
notapoettt;Fri Feb 11 02:10:00 +0000 2022;"RT @palkisu: 🧵 War or not, Ukraine is losing. Here’s why:
Ukraine gave up nukes for security guarantees 3 decades ago (Budapest Agreement).…";0;1034;FinancialTimes
mrpacato;Fri Feb 11 02:09:56 +0000 2022;"RT @BNONews: U.S. State Department says it won't be able to evacuate Americans if Russia invades Ukraine, adding: ""Military action may comm…";0;195;FinancialTimes
CyclistAnons;Fri Feb 11 02:09:49 +0000 2022;RT @AlexKokcharov: #Russia’s MoD cancelled the NOTAM for the Sea of Azov which was blocking commercial cargo to all ports, in both Russia a…;0;178;FinancialTimes
PremK_Thakur72;Fri Feb 11 02:09:49 +0000 2022;RT @AJEnglish: Men who left Russia in 2014 to join rebels in eastern Ukraine have differing views on where today’s conflict is headed ⤵️ ht…;0;25;FinancialTimes
janvicteddy19;Fri Feb 11 02:09:49 +0000 2022;RT @democracynow: Satellite images appearing to show Russian military hardware closer to the border with Ukraine prompted the White House o…;0;9;FinancialTimes
abebut;Fri Feb 11 02:09:48 +0000 2022;"RT @lilygrutcher: Dmytro Yarosh, former Rada member: ""Lukashenko is a clown. He never saw war. Ukraine can repel any attack by Russia and i…";0;6;FinancialTimes
better_delhincr;Fri Feb 11 02:09:47 +0000 2022;RT @DDNewslive: #Russia and Ukraine said they had failed to reach any breakthrough in a day of talks with French and German officials aimed…;0;29;FinancialTimes
Margare42903545;Fri Feb 11 02:09:44 +0000 2022;RT @georgegalloway: Our Foreign Secretary is a dangerous ignoramous who doesn’t know her Russia from her Ukraine her Black Sea from her Bal…;0;273;FinancialTimes
IllinoisMomm;Fri Feb 11 02:09:39 +0000 2022;RT @kelliwardaz: Our govt has threatened to shut down Russia's pipeline if they attack Ukraine, because that would harm Russia's economy. I…;0;1275;FinancialTimes
JamesFRyan2;Fri Feb 11 02:09:35 +0000 2022;"RT @usv1980: Russia's Dmitry Kozak confirms - through the 9 hours of talks parties tried to agree a common statement but failed. France &amp; G…";0;128;FinancialTimes
propornot;Fri Feb 11 02:09:34 +0000 2022;RT @EuromaidanPress: Russia will effectively blockade the Black and Azov seas for Ukraine in the next week. International lawyer Oleksandr…;0;13;FinancialTimes
staybpgg;Fri Feb 11 02:09:30 +0000 2022;RT @trussliz: I delivered a clear message to Minister Lavrov that Russia must deescalate, respect Ukraine’s  sovereignty and engage in mean…;0;1057;FinancialTimes
bscolonne;Fri Feb 11 02:09:28 +0000 2022;RT @AJEnglish: Russia’s Sergey Lavrov says his meeting with UK FM Liz Truss over the Ukraine crisis was ‘like a mute talking to a deaf pers…;0;114;FinancialTimes
sachinsirsikar;Fri Feb 11 02:09:26 +0000 2022;"RT @palkisu: 🧵 War or not, Ukraine is losing. Here’s why:
Ukraine gave up nukes for security guarantees 3 decades ago (Budapest Agreement).…";0;1034;FinancialTimes
TirthankarIND;Fri Feb 11 02:09:26 +0000 2022;RT @choo_bear: I have an idea. I request @UN security council to declare Hijab the official costume of Russia and Ukraine soldiers. They wi…;0;182;FinancialTimes
